pipeline,file_path,filename,true_label,predicted_label,anomaly_score,threshold,is_correct,error_type
baseline,data\abnormal\abnormal_0062.wav,abnormal_0062.wav,1,0,0.36448875069618225,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0040.wav,abnormal_0040.wav,1,0,0.24907100200653076,0.5885165333747864,0,FN
baseline,data\abnormal\00015_clean_from_00h01m10s.wav,00015_clean_from_00h01m10s.wav,1,0,0.2845543920993805,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0007.wav,abnormal_0007.wav,1,0,0.3536495864391327,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0029.wav,abnormal_0029.wav,1,0,0.2617662847042084,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0012.wav,abnormal_0012.wav,1,0,0.3146582543849945,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0065.wav,abnormal_0065.wav,1,0,0.35161152482032776,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0026.wav,abnormal_0026.wav,1,0,0.5212441682815552,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0030.wav,abnormal_0030.wav,1,0,0.18751922249794006,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0039.wav,abnormal_0039.wav,1,0,0.3312309980392456,0.5885165333747864,0,FN
baseline,data\abnormal\00030_clean_from_00h02m25s.wav,00030_clean_from_00h02m25s.wav,1,0,0.25918811559677124,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0008.wav,abnormal_0008.wav,1,0,0.28884580731391907,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0041.wav,abnormal_0041.wav,1,0,0.23970356583595276,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0031.wav,abnormal_0031.wav,1,0,0.25690603256225586,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0032.wav,abnormal_0032.wav,1,0,0.29379773139953613,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0059.wav,abnormal_0059.wav,1,0,0.34891027212142944,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0055.wav,abnormal_0055.wav,1,0,0.3381883502006531,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0058.wav,abnormal_0058.wav,1,0,0.3016376495361328,0.5885165333747864,0,FN
baseline,data\abnormal\00024_clean_from_00h01m55s.wav,00024_clean_from_00h01m55s.wav,1,0,0.35205748677253723,0.5885165333747864,0,FN
baseline,data\abnormal\2.wav,2.wav,1,0,0.4424067437648773,0.5885165333747864,0,FN
baseline,data\abnormal\00034_clean_from_00h02m45s.wav,00034_clean_from_00h02m45s.wav,1,0,0.4240608811378479,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0049.wav,abnormal_0049.wav,1,0,0.2918195426464081,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0014.wav,abnormal_0014.wav,1,0,0.2802625596523285,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0051.wav,abnormal_0051.wav,1,0,0.1545102894306183,0.5885165333747864,0,FN
baseline,data\abnormal\6.wav,6.wav,1,0,0.47200924158096313,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0013.wav,abnormal_0013.wav,1,0,0.3564203083515167,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0011.wav,abnormal_0011.wav,1,0,0.5623513460159302,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0046.wav,abnormal_0046.wav,1,0,0.5073773860931396,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0018.wav,abnormal_0018.wav,1,0,0.5226119756698608,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0020.wav,abnormal_0020.wav,1,0,0.29175233840942383,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0022.wav,abnormal_0022.wav,1,0,0.24929490685462952,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0016.wav,abnormal_0016.wav,1,0,0.2704838514328003,0.5885165333747864,0,FN
baseline,data\abnormal\01000_suspicious_from_01h23m15s.wav,01000_suspicious_from_01h23m15s.wav,1,0,0.2917896807193756,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0061.wav,abnormal_0061.wav,1,0,0.3326410949230194,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0035.wav,abnormal_0035.wav,1,0,0.18634405732154846,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0017.wav,abnormal_0017.wav,1,0,0.5671765804290771,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0024.wav,abnormal_0024.wav,1,0,0.28465020656585693,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0064.wav,abnormal_0064.wav,1,0,0.5780868530273438,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0047.wav,abnormal_0047.wav,1,0,0.5642164945602417,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0023.wav,abnormal_0023.wav,1,0,0.4555189311504364,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0052.wav,abnormal_0052.wav,1,0,0.2545635402202606,0.5885165333747864,0,FN
baseline,data\abnormal\00028_clean_from_00h02m15s.wav,00028_clean_from_00h02m15s.wav,1,0,0.2833620011806488,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0043.wav,abnormal_0043.wav,1,0,0.3253653645515442,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0048.wav,abnormal_0048.wav,1,0,0.5297213792800903,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0006.wav,abnormal_0006.wav,1,0,0.47632721066474915,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0042.wav,abnormal_0042.wav,1,0,0.24729210138320923,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0045.wav,abnormal_0045.wav,1,0,0.33730295300483704,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0050.wav,abnormal_0050.wav,1,0,0.3957584798336029,0.5885165333747864,0,FN
baseline,data\abnormal\00009_clean_from_00h00m40s.wav,00009_clean_from_00h00m40s.wav,1,0,0.30940577387809753,0.5885165333747864,0,FN
baseline,data\abnormal\abnormal_0063.wav,abnormal_0063.wav,1,0,0.26095718145370483,0.5885165333747864,0,FN
