pipeline,file_path,filename,true_label,predicted_label,anomaly_score,threshold,is_correct,error_type
without_bandpass,data\abnormal\abnormal_0062.wav,abnormal_0062.wav,1,0,0.12095766514539719,0.33581677079200745,0,FN
without_bandpass,data\abnormal\abnormal_0040.wav,abnormal_0040.wav,1,0,0.20004579424858093,0.33581677079200745,0,FN
without_bandpass,data\normal\normal_0219.wav,normal_0219.wav,0,0,0.09860648214817047,0.33581677079200745,1,Correct
without_bandpass,data\normal\normal_0203.wav,normal_0203.wav,0,0,0.030175162479281425,0.33581677079200745,1,Correct
without_bandpass,data\normal\normal_0528.wav,normal_0528.wav,0,0,0.05243004858493805,0.33581677079200745,1,Correct
without_bandpass,data\abnormal\00015_clean_from_00h01m10s.wav,00015_clean_from_00h01m10s.wav,1,0,0.105376236140728,0.33581677079200745,0,FN
without_bandpass,data\normal\normal_0266.wav,normal_0266.wav,0,0,0.0869542732834816,0.33581677079200745,1,Correct
without_bandpass,data\normal\normal_0237.wav,normal_0237.wav,0,0,0.25830647349357605,0.33581677079200745,1,Correct
without_bandpass,data\normal\normal_0163.wav,normal_0163.wav,0,0,0.05063154548406601,0.33581677079200745,1,Correct
without_bandpass,data\abnormal\abnormal_0007.wav,abnormal_0007.wav,1,0,0.09665270149707794,0.33581677079200745,0,FN
without_bandpass,data\normal\normal_0056.wav,normal_0056.wav,0,0,0.07778577506542206,0.33581677079200745,1,Correct
without_bandpass,data\abnormal\5.wav,5.wav,1,1,2.302899122238159,0.33581677079200745,1,Correct
without_bandpass,data\normal\normal_0510.wav,normal_0510.wav,0,0,0.031649939715862274,0.33581677079200745,1,Correct
without_bandpass,data\abnormal\abnormal_0033.wav,abnormal_0033.wav,1,0,0.05563417822122574,0.33581677079200745,0,FN
without_bandpass,data\normal\normal_0136.wav,normal_0136.wav,0,0,0.05177924782037735,0.33581677079200745,1,Correct
without_bandpass,data\normal\normal_0191.wav,normal_0191.wav,0,0,0.041396550834178925,0.33581677079200745,1,Correct
without_bandpass,data\abnormal\00520_suspicious_from_00h43m15s.wav,00520_suspicious_from_00h43m15s.wav,1,0,0.15055052936077118,0.33581677079200745,0,FN
without_bandpass,data\abnormal\abnormal_0036.wav,abnormal_0036.wav,1,0,0.08011619001626968,0.33581677079200745,0,FN
without_bandpass,data\normal\normal_0421.wav,normal_0421.wav,0,0,0.13064470887184143,0.33581677079200745,1,Correct
without_bandpass,data\abnormal\1.wav,1.wav,1,1,1.8845446109771729,0.33581677079200745,1,Correct
without_bandpass,data\normal\normal_0189.wav,normal_0189.wav,0,0,0.11350775510072708,0.33581677079200745,1,Correct
without_bandpass,data\abnormal\abnormal_0029.wav,abnormal_0029.wav,1,0,0.09405630081892014,0.33581677079200745,0,FN
without_bandpass,data\abnormal\abnormal_0012.wav,abnormal_0012.wav,1,0,0.13975583016872406,0.33581677079200745,0,FN
without_bandpass,data\normal\normal_0403.wav,normal_0403.wav,0,0,0.06149321794509888,0.33581677079200745,1,Correct
without_bandpass,data\normal\normal_0275.wav,normal_0275.wav,0,0,0.07834681123495102,0.33581677079200745,1,Correct
without_bandpass,data\abnormal\abnormal_0065.wav,abnormal_0065.wav,1,0,0.14345231652259827,0.33581677079200745,0,FN
without_bandpass,data\normal\normal_0209.wav,normal_0209.wav,0,0,0.07340913265943527,0.33581677079200745,1,Correct
without_bandpass,data\abnormal\abnormal_0026.wav,abnormal_0026.wav,1,0,0.14338158071041107,0.33581677079200745,0,FN
without_bandpass,data\normal\normal_0055.wav,normal_0055.wav,0,0,0.09957042336463928,0.33581677079200745,1,Correct
without_bandpass,data\normal\normal_0332.wav,normal_0332.wav,0,0,0.11787126213312149,0.33581677079200745,1,Correct
without_bandpass,data\abnormal\abnormal_0044.wav,abnormal_0044.wav,1,0,0.06564905494451523,0.33581677079200745,0,FN
without_bandpass,data\normal\normal_0253.wav,normal_0253.wav,0,0,0.3146097958087921,0.33581677079200745,1,Correct
without_bandpass,data\abnormal\abnormal_0030.wav,abnormal_0030.wav,1,0,0.14715982973575592,0.33581677079200745,0,FN
without_bandpass,data\normal\normal_0023.wav,normal_0023.wav,0,0,0.08257534354925156,0.33581677079200745,1,Correct
without_bandpass,data\abnormal\abnormal_0039.wav,abnormal_0039.wav,1,1,0.40374740958213806,0.33581677079200745,1,Correct
without_bandpass,data\abnormal\00030_clean_from_00h02m25s.wav,00030_clean_from_00h02m25s.wav,1,0,0.04621758684515953,0.33581677079200745,0,FN
without_bandpass,data\normal\normal_0447.wav,normal_0447.wav,0,0,0.07039352506399155,0.33581677079200745,1,Correct
without_bandpass,data\abnormal\abnormal_0008.wav,abnormal_0008.wav,1,0,0.06844969838857651,0.33581677079200745,0,FN
without_bandpass,data\normal\normal_0265.wav,normal_0265.wav,0,1,0.8195213079452515,0.33581677079200745,0,FP
without_bandpass,data\normal\normal_0468.wav,normal_0468.wav,0,0,0.18334944546222687,0.33581677079200745,1,Correct
without_bandpass,data\normal\normal_0437.wav,normal_0437.wav,0,0,0.06218063086271286,0.33581677079200745,1,Correct
without_bandpass,data\normal\normal_0346.wav,normal_0346.wav,0,0,0.020710663869976997,0.33581677079200745,1,Correct
without_bandpass,data\normal\normal_0374.wav,normal_0374.wav,0,0,0.24293732643127441,0.33581677079200745,1,Correct
without_bandpass,data\normal\normal_0465.wav,normal_0465.wav,0,0,0.12441946566104889,0.33581677079200745,1,Correct
without_bandpass,data\normal\normal_0051.wav,normal_0051.wav,0,0,0.07580547779798508,0.33581677079200745,1,Correct
without_bandpass,data\abnormal\abnormal_0002.wav,abnormal_0002.wav,1,1,0.7252217531204224,0.33581677079200745,1,Correct
without_bandpass,data\abnormal\abnormal_0041.wav,abnormal_0041.wav,1,0,0.09648595750331879,0.33581677079200745,0,FN
without_bandpass,data\normal\normal_0308.wav,normal_0308.wav,0,0,0.045889146625995636,0.33581677079200745,1,Correct
